##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
1294  J1748-2446ai     3.84   1.69   0.02122838            *              233.9        8.70   4.34       *        BT      *                   
1295  J1748-2446C      3.84   1.69   0.0084360953044       -6.06E-19      237          8.70   4.39       *        *       *                   

1296  J1748-2446D      3.84   1.69   0.00471398            *              243.83       8.70   4.48       *        *       *                   
1297  J1748-2446E      3.84   1.69   0.00219780            *              236.84       8.70   4.38       *        BT      *                   
1298  J1748-2446F      3.84   1.69   0.00554014            *              239.18       8.70   4.42       *        *       *                   
1299  J1748-2446G      3.84   1.69   0.02167187            *              237.57       8.70   4.39       *        *       *                   
1300  J1748-2446H      3.84   1.69   0.00492589            *              238.13       8.70   4.40       *        *       *                   

1301  J1748-2446I      3.84   1.69   0.00957019            *              238.73       8.70   4.41       *        BT      *                   
1302  J1748-2446J      3.84   1.69   0.08033793            *              234.35       8.70   4.35       *        BT      *                   
1303  J1748-2446K      3.84   1.69   0.00296965            *              234.81       8.70   4.35       *        *       *                   
1304  J1748-2446L      3.84   1.69   0.00224470            *              237.74       8.70   4.40       *        *       *                   
1305  J1748-2446M      3.84   1.69   0.00356957            *              238.65       8.70   4.41       *        BT      *                   

1306  J1748-2446N      3.84   1.69   0.00866690            *              238.47       8.70   4.41       *        BT      *                   
1307  J1748-2446O      3.84   1.69   0.00167663            *              236.38       8.70   4.38       *        BT      *                   
1308  J1748-2446P      3.84   1.69   0.00172862            *              238.79       8.70   4.41       *        BT      *                   
1309  J1748-2446Q      3.84   1.69   0.002812              *              234.50       8.70   4.35       *        BT      *                   
1310  J1748-2446R      3.84   1.69   0.00502854            *              237.60       8.70   4.39       *        *       *                   

1311  J1748-2446S      3.84   1.69   0.00611664            *              236.26       8.70   4.37       *        *       *                   
1312  J1748-2446T      3.84   1.69   0.00708491            *              237.70       8.70   4.40       *        *       *                   
1313  J1748-2446U      3.84   1.69   0.00328914            *              235.50       8.70   4.36       *        BT      *                   
1314  J1748-2446V      3.84   1.69   0.00207251            *              239.11       8.70   4.42       *        BT      *                   
1315  J1748-2446W      3.84   1.69   0.00420518            *              239.14       8.70   4.42       *        BT      *                   

1316  J1748-2446X      3.84   1.69   0.00299926            *              240.03       8.70   4.43       *        BT      *                   
1317  J1748-2446Y      3.84   1.69   0.00204816            *              239.11       8.70   4.42       *        BT      *                   
1318  J1748-2446Z      3.84   1.69   0.00246259            *              238.85       8.70   4.41       *        BT      *                   
1319  J1748-3009       359.27 -1.15  0.009684273           *              420.2        5.96   5.96       *        BT      *                   
1320  J1749-2347       4.83   1.97   0.87448588170         2.4236E-15     344          6.10   6.10       5.72e+06 *       *                   

1321  J1749-2629       2.50   0.59   1.33538779057         1.72E-15       409          5.28   5.28       1.23e+07 *       *                   
1322  B1746-30         359.46 -1.24  0.609873648673        7.87067E-15    509.4        9.05   9.05       1.23e+06 *       *                   
1323  J1749-4931       342.52 -11.10 0.445822307           0.59E-15       53           1.80   1.80       1.2e+07  *       *                   
1324  B1745-56         336.64 -14.26 1.3323097198          2.12E-15       58           2.66   2.66       9.96e+06 *       *                   
1325  J1750-2043       7.59   3.33   5.639047079           7.9E-15        239          5.69   5.69       1.12e+07 *       *                   

1326  J1750-2438       4.29   1.19   0.712794036774        1.0797E-14     476          7.15   7.15       1.05e+06 *       *                   
1327  J1750-2444       4.14   1.26   0.89937672140         2.64E-16       331          5.03   5.03       5.4e+07  *       *                   
1328  J1750-2536       3.41   0.78   0.034749053           *              178.4        3.51   3.51       *        BT      *                   
1329  B1747-31         357.98 -2.52  0.910362984150        1.9652E-16     206.34       4.43   4.43       7.34e+07 *       *                   
1330  J1750-3503       355.31 -4.08  0.68401360292         3.81E-17       189.35       5.07   5.07       2.84e+08 *       *                   

1331  J1750-3703A      353.53 -5.01  0.1116008373133       5.661E-18      233.82       11.70  9.96       3.12e+08 BT      *                   
1332  J1750-3703B      353.53 -5.01  0.006074542086503     1.92E-20       234.391      11.70  10.02      5.02e+09 BT      *                   
1333  J1750-3703C      353.53 -5.01  0.02656867837497      -9.96E-19      230.67       11.70  9.64       *        *       *                   
1334  J1750-3703D      353.53 -5.01  0.005139936774902     4.928E-19      230.09       11.70  9.58       1.65e+08 *       *                   
1335  J1751-2516       3.85   0.69   0.39483578357         2.645E-15      556          7.46   7.46       2.37e+06 *       *                   

1336  J1751-2857       0.65   -1.12  0.0039148731963690    1.126e-20      42.808       1.44   1.44       5.51e+09 BT      *                   
1337  J1751-3323       356.83 -3.38  0.54822710380         8.830E-15      296.7        9.27   9.27       9.84e+05 *       *                   
1338  B1747-46         345.00 -10.18 0.742352395470        1.2911E-15     20.4         1.03   1.03       9.11e+06 *       *                   
1339  J1752+2359       49.10  23.07  0.409050865044        0.6427E-15     36.0         2.70   2.70       1.01e+07 *       *                   
1340  J1752-2410       4.93   1.04   0.1910366935341       6.1773E-16     508.3        7.42   7.42       4.9e+06  *       *                   

1341  B1749-28         1.54   -0.96  0.56255763553         8.12913E-15    50.372       0.20   1.53       1.1e+06  *       *                   
1342  J1752-2821       1.27   -0.98  0.64022949952         3.468E-15      516.3        7.62   7.62       2.93e+06 *       *                   
1343  J1753-12         14.61  6.70   0.405454              *              73.2         2.17   2.17       *        *       RRAT                
1344  J1753-1914       9.25   3.41   0.0629548889725       2.02E-18       105.3        2.77   2.77       4.93e+08 *       *                   
1345  J1753-2240       6.30   1.66   0.0951378101526       0.00079E-15    158.6        3.46   3.46       1.91e+09 BT      *                   

1346  B1750-24         4.27   0.51   0.52833640936         1.411502E-14   672          10.18  10.18      5.93e+05 *       *                   
1347  J1753-38         352.28 -6.37  0.666804              *              168          6.99   6.99       *        *       RRAT                
1348  J1754-2422       4.95   0.62   2.0902480768          0.83E-15       738          11.43  11.43      3.99e+07 *       *                   
1349  J1754-30         359.89 -2.25  1.32049               *              293          5.47   5.47       *        *       RRAT                
1350  J1754-3443       355.99 -4.61  0.361690595821        5.712E-16      187.7        5.60   5.60       1e+07    *       *                   

1351  J1754-3510       355.64 -4.88  0.392703893399        7.816E-16      82.3         2.24   2.24       7.96e+06 *       *                   
1352  B1753+52         79.61  29.63  2.39139679486         1.5641E-15     35.35        3.56   +3.56      2.42e+07 *       *                   
1353  J1755-0903       18.32  8.15   0.190709642575        0.7809E-15     63.7         2.16   2.16       3.87e+06 *       *                   
1354  J1755-1650       11.53  4.29   0.73374443871         6.86E-16       159.9        4.27   4.27       1.69e+07 *       *                   
1355  J1755-2025       8.48   2.42   0.322231178915        4.4217E-15     364.3        8.64   8.64       1.15e+06 *       *                   

1356  J1755-2521       4.26   -0.15  1.1759678772          9.0193E-14     252          4.12   4.12       2.07e+05 *       *                   
1357  J1755-25211      4.18   -0.02  1.00451255339         3.12081E-14    835          11.52  11.52      5.1e+05  *       *                   
1358  J1755-2534       4.05   -0.23  0.233540625445        1.12061E-14    590          7.22   7.22       3.3e+05  *       *                   
1359  J1755-2725       2.43   -1.14  0.26195467832         1.4E-17        115          2.83   2.83       3.02e+08 *       *                   
1360  J1755-33         357.11 -4.10  0.959466              *              266.5        9.66   9.66       *        *       *                   

1361  J1755-3716       353.88 -6.04  0.01278606928999      3.1E-20        167.603      6.38   6.38       6.52e+09 ELL1    *                   
1362  J1756+18         43.74  20.22  0.744                 *              77           5.09   +5.09      *        *       *                   
1363  J1756-2225       6.84   1.24   0.40498030096         5.2691E-14     326          5.02   5.02       1.22e+05 *       *                   
